Sex	Exposure	Lower	Upper	SEER_Draw	NET	Stage	Rate
Male	Current	40	44	Esophagus	No	I	0.224604416368573
Male	Former	40	44	Esophagus	No	I	0.13159176394299923
Male	Never	40	44	Esophagus	No	I	0.052848097969076
Male	Any	40	44	Esophagus	No	II	0.22632922729171798
Male	Current	40	44	Esophagus	No	II	0.46525200533490113
Male	Former	40	44	Esophagus	No	II	0.27258293959621266
Male	Never	40	44	Esophagus	No	II	0.10947106007880025
Male	Any	40	44	Esophagus	No	III	0.36290720927809955
Male	Current	40	44	Esophagus	No	III	0.7460075257956174
Male	Former	40	44	Esophagus	No	III	0.4370726445249617
Male	Never	40	44	Esophagus	No	III	0.17553118254014524
Male	Any	40	44	Esophagus	No	IV	0.7570322430102292
Male	Current	40	44	Esophagus	No	IV	1.5561877419822556
Male	Former	40	44	Esophagus	No	IV	0.9117429358907804
Male	Never	40	44	Esophagus	No	IV	0.3661618216428837
Male	Any	40	44	Esophagus	NET	I	0
Male	Current	40	44	Esophagus	NET	I	0
Male	Former	40	44	Esophagus	NET	I	0
Male	Never	40	44	Esophagus	NET	I	0
Male	Any	40	44	Esophagus	NET	II	0.006980964341338858
Male	Current	40	44	Esophagus	NET	II	0.01435036781525826
Male	Former	40	44	Esophagus	NET	II	0.00840762726117484
Male	Never	40	44	Esophagus	NET	II	0.0033765571330019433
Male	Any	40	44	Esophagus	NET	III	0.003490482170669429
Male	Current	40	44	Esophagus	NET	III	0.00717518390762913
Male	Former	40	44	Esophagus	NET	III	0.00420381363058742
Male	Never	40	44	Esophagus	NET	III	0.0016882785665009717
Male	Any	40	44	Esophagus	NET	IV	0.013961928682677717
Male	Current	40	44	Esophagus	NET	IV	0.02870073563051652
Male	Former	40	44	Esophagus	NET	IV	0.01681525452234968
Male	Never	40	44	Esophagus	NET	IV	0.006753114266003887
Male	Any	40	44	Gallbladder	No	I	0.11946784034145887
Male	Current	40	44	Gallbladder	No	I	0.11946784034145887
Male	Former	40	44	Gallbladder	No	I	0.11946784034145887
Male	Never	40	44	Gallbladder	No	I	0.11946784034145887
Male	Any	40	44	Gallbladder	No	II	0.16478322805718468
Male	Current	40	44	Gallbladder	No	II	0.16478322805718468
Male	Former	40	44	Gallbladder	No	II	0.16478322805718468
Male	Never	40	44	Gallbladder	No	II	0.16478322805718468
Male	Any	40	44	Gallbladder	No	III	0.12770700174431812
Male	Current	40	44	Gallbladder	No	III	0.12770700174431812
Male	Former	40	44	Gallbladder	No	III	0.12770700174431812
Male	Never	40	44	Gallbladder	No	III	0.12770700174431812
Male	Any	40	44	Gallbladder	No	IV	0.2966098105029324
Male	Current	40	44	Gallbladder	No	IV	0.2966098105029324
Male	Former	40	44	Gallbladder	No	IV	0.2966098105029324
Male	Never	40	44	Gallbladder	No	IV	0.2966098105029324
Male	Any	40	44	Gallbladder	NET	I	0
Male	Current	40	44	Gallbladder	NET	I	0
Male	Former	40	44	Gallbladder	NET	I	0
Male	Never	40	44	Gallbladder	NET	I	0
Male	Any	40	44	Gallbladder	NET	II	0.01861590491023696
Male	Current	40	44	Gallbladder	NET	II	0.01861590491023696
Male	Former	40	44	Gallbladder	NET	II	0.01861590491023696
Male	Never	40	44	Gallbladder	NET	II	0.01861590491023696
Male	Any	40	44	Gallbladder	NET	III	0
Male	Current	40	44	Gallbladder	NET	III	0
Male	Former	40	44	Gallbladder	NET	III	0
Male	Never	40	44	Gallbladder	NET	III	0
Male	Any	40	44	Gallbladder	NET	IV	0.00930795245511848
Male	Current	40	44	Gallbladder	NET	IV	0.00930795245511848
Male	Former	40	44	Gallbladder	NET	IV	0.00930795245511848
Male	Never	40	44	Gallbladder	NET	IV	0.00930795245511848
Male	Any	40	44	Head and Neck	No	I	2.0594421269735874
Male	Current	40	44	Head and Neck	No	I	5.418677568693405
Male	Former	40	44	Head and Neck	No	I	1.7998434327108834
Male	Never	40	44	Head and Neck	No	I	0.9573635280377043
Male	Any	40	44	Head and Neck	No	II	1.1791315707378187
Male	Current	40	44	Head and Neck	No	II	3.1024585295264204
Male	Former	40	44	Head and Neck	No	II	1.0304985928462314
Male	Never	40	44	Head and Neck	No	II	0.5481375493862934
Male	Any	40	44	Head and Neck	No	III	1.6314012143084888
Male	Current	40	44	Head and Neck	No	III	4.292442623043403
Male	Former	40	44	Head and Neck	No	III	1.4257583270886214
Male	Never	40	44	Head and Neck	No	III	0.7583820888769265
Male	Any	40	44	Head and Neck	No	IV	4.910356130195846
Male	Current	40	44	Head and Neck	No	IV	12.919827301041527
Male	Former	40	44	Head and Neck	No	IV	4.291391400345948
Male	Never	40	44	Head and Neck	No	IV	2.282655000184016
Male	Any	40	44	Head and Neck	NET	I	0.011634940568898097
Male	Current	40	44	Head and Neck	NET	I	0.030613140640381575
Male	Former	40	44	Head and Neck	NET	I	0.01016832233284759
Male	Never	40	44	Head and Neck	NET	I	0.005408682091940209
Male	Any	40	44	Head and Neck	NET	II	0.003878313522966032
Male	Current	40	44	Head and Neck	NET	II	0.010204380213460524
Male	Former	40	44	Head and Neck	NET	II	0.003389440777615863
Male	Never	40	44	Head and Neck	NET	II	0.0018028940306467362
Male	Any	40	44	Head and Neck	NET	III	0.015513254091864128
Male	Current	40	44	Head and Neck	NET	III	0.0408175208538421
Male	Former	40	44	Head and Neck	NET	III	0.013557763110463451
Male	Never	40	44	Head and Neck	NET	III	0.007211576122586945
Male	Any	40	44	Head and Neck	NET	IV	0.03878313522966033
Male	Current	40	44	Head and Neck	NET	IV	0.10204380213460527
Male	Former	40	44	Head and Neck	NET	IV	0.03389440777615864
Male	Never	40	44	Head and Neck	NET	IV	0.018028940306467366
Male	Any	40	44	Kidney	NotExpected	I	7.743466014716639
Male	Current	40	44	Kidney	NotExpected	I	9.843981039983918
Male	Former	40	44	Kidney	NotExpected	I	8.76431860334052
Male	Never	40	44	Kidney	NotExpected	I	6.350955509667042
Male	Any	40	44	Kidney	NotExpected	II	1.2905776691194397
Male	Current	40	44	Kidney	NotExpected	II	1.640663506663986
Male	Former	40	44	Kidney	NotExpected	II	1.4607197672234198
Male	Never	40	44	Kidney	NotExpected	II	1.0584925849445068
Male	Any	40	44	Kidney	NotExpected	III	1.2110462721428916
Male	Current	40	44	Kidney	NotExpected	III	1.53955819252783
Male	Former	40	44	Kidney	NotExpected	III	1.3707034230247777
Male	Never	40	44	Kidney	NotExpected	III	0.9932633500179546
Male	Any	40	44	Kidney	NotExpected	IV	1.2002010816460895
Male	Current	40	44	Kidney	NotExpected	IV	1.525771104236536
Male	Former	40	44	Kidney	NotExpected	IV	1.35842846699769
Male	Never	40	44	Kidney	NotExpected	IV	0.98436845434615206
Male	Any	40	44	Liver/Bile-duct	NotExpected	I	0.9025501666733221
Male	Current	40	44	Liver/Bile-duct	NotExpected	I	1.4317968136323627
Male	Former	40	44	Liver/Bile-duct	NotExpected	I	0.9408950489584096
Male	Never	40	44	Liver/Bile-duct	NotExpected	I	0.6818080064916012
Male	Any	40	44	Liver/Bile-duct	NotExpected	II	0.3943180339834903
Male	Current	40	44	Liver/Bile-duct	NotExpected	II	0.6255422972180226
Male	Former	40	44	Liver/Bile-duct	NotExpected	II	0.41107065245755764
Male	Never	40	44	Liver/Bile-duct	NotExpected	II	0.2978772843895346
Male	Any	40	44	Liver/Bile-duct	NotExpected	III	0.7886360679669806
Male	Current	40	44	Liver/Bile-duct	NotExpected	III	1.2510845944360451
Male	Former	40	44	Liver/Bile-duct	NotExpected	III	0.8221413049151153
Male	Never	40	44	Liver/Bile-duct	NotExpected	III	0.5957545687790692
Male	Any	40	44	Liver/Bile-duct	NotExpected	IV	0.6440527888397009
Male	Current	40	44	Liver/Bile-duct	NotExpected	IV	1.0217190854561036
Male	Former	40	44	Liver/Bile-duct	NotExpected	IV	0.6714153990140108
Male	Never	40	44	Liver/Bile-duct	NotExpected	IV	0.4865328978362398
Male	Any	40	44	Lung	No	I	0.6247527062084454
Male	Current	40	44	Lung	No	I	2.101000644134391
Male	Former	40	44	Lung	No	I	0.5987763780433303
Male	Never	40	44	Lung	No	I	0.08805534971225445
Male	Any	40	44	Lung	No	II	0.19428285375994342
Male	Current	40	44	Lung	No	II	0.6533599564076461
Male	Former	40	44	Lung	No	II	0.18620484926957226
Male	Never	40	44	Lung	No	II	0.027383066069054746
Male	Any	40	44	Lung	No	III	1.3904557180858694
Male	Current	40	44	Lung	No	III	4.676007531152761
Male	Former	40	44	Lung	No	III	1.3326425486939975
Male	Never	40	44	Lung	No	III	0.1959768453961761
Male	Any	40	44	Lung	No	IV	3.584709125256995
Male	Current	40	44	Lung	No	IV	12.055131744697942
Male	Former	40	44	Lung	No	IV	3.435662022797402
Male	Never	40	44	Lung	No	IV	0.505244415117265
Male	Any	40	44	Lung	NET	I	0.06108343798671502
Male	Current	40	44	Lung	NET	I	0.2054194264077548
Male	Former	40	44	Lung	NET	I	0.05854367558980438
Male	Never	40	44	Lung	NET	I	0.008609364057324174
Male	Any	40	44	Lung	NET	II	0.023493629994890394
Male	Current	40	44	Lung	NET	II	0.07900747169529031
Male	Former	40	44	Lung	NET	II	0.02251679830377092
Male	Never	40	44	Lung	NET	II	0.003311293868201606
Male	Any	40	44	Lung	NET	III	0.361801901921312
Male	Current	40	44	Lung	NET	III	1.2167150641074704
Male	Former	40	44	Lung	NET	III	0.34675869387807207
Male	Never	40	44	Lung	NET	III	0.05099392557030472
Male	Any	40	44	Lung	NET	IV	0.775289789831383
Male	Current	40	44	Lung	NET	IV	2.60724656594458
Male	Former	40	44	Lung	NET	IV	0.7430543440244403
Male	Never	40	44	Lung	NET	IV	0.10927269765065299
Male	Any	40	44	Lymphoma	NotExpected	I	4.309276174082545
Male	Current	40	44	Lymphoma	NotExpected	I	4.309276174082545
Male	Former	40	44	Lymphoma	NotExpected	I	4.309276174082545
Male	Never	40	44	Lymphoma	NotExpected	I	4.309276174082545
Male	Any	40	44	Lymphoma	NotExpected	II	3.19988283329422
Male	Current	40	44	Lymphoma	NotExpected	II	3.19988283329422
Male	Former	40	44	Lymphoma	NotExpected	II	3.19988283329422
Male	Never	40	44	Lymphoma	NotExpected	II	3.19988283329422
Male	Any	40	44	Lymphoma	NotExpected	III	2.6602799498495577
Male	Current	40	44	Lymphoma	NotExpected	III	2.6602799498495577
Male	Former	40	44	Lymphoma	NotExpected	III	2.6602799498495577
Male	Never	40	44	Lymphoma	NotExpected	III	2.6602799498495577
Male	Any	40	44	Lymphoma	NotExpected	IV	4.818691483628206
Male	Current	40	44	Lymphoma	NotExpected	IV	4.818691483628206
Male	Former	40	44	Lymphoma	NotExpected	IV	4.818691483628206
Male	Never	40	44	Lymphoma	NotExpected	IV	4.818691483628206
Male	Any	40	44	Melanoma	NotExpected	I	11.847615035191694
Male	Current	40	44	Melanoma	NotExpected	I	11.847615035191694
Male	Former	40	44	Melanoma	NotExpected	I	11.847615035191694
Male	Never	40	44	Melanoma	NotExpected	I	11.847615035191694
Male	Any	40	44	Melanoma	NotExpected	II	1.3811286820575144
Male	Current	40	44	Melanoma	NotExpected	II	1.3811286820575144
Male	Former	40	44	Melanoma	NotExpected	II	1.3811286820575144
Male	Never	40	44	Melanoma	NotExpected	II	1.3811286820575144
Male	Any	40	44	Melanoma	NotExpected	III	1.5933132561166294
Male	Current	40	44	Melanoma	NotExpected	III	1.5933132561166294
Male	Former	40	44	Melanoma	NotExpected	III	1.5933132561166294
Male	Never	40	44	Melanoma	NotExpected	III	1.5933132561166294
Male	Any	40	44	Melanoma	NotExpected	IV	0.5709693992863467
Male	Current	40	44	Melanoma	NotExpected	IV	0.5709693992863467
Male	Former	40	44	Melanoma	NotExpected	IV	0.5709693992863467
Male	Never	40	44	Melanoma	NotExpected	IV	0.5709693992863467
Male	Any	40	44	Ovary	NotExpected	I	0.03141433953602486
Male	Current	40	44	Ovary	NotExpected	I	0.03141433953602486
Male	Former	40	44	Ovary	NotExpected	I	0.03141433953602486
Male	Never	40	44	Ovary	NotExpected	I	0.03141433953602486
Male	Any	40	44	Ovary	NotExpected	II	0
Male	Current	40	44	Ovary	NotExpected	II	0
Male	Former	40	44	Ovary	NotExpected	II	0
Male	Never	40	44	Ovary	NotExpected	II	0
Male	Any	40	44	Ovary	NotExpected	III	0
Male	Current	40	44	Ovary	NotExpected	III	0
Male	Former	40	44	Ovary	NotExpected	III	0
Male	Never	40	44	Ovary	NotExpected	III	0
Male	Any	40	44	Ovary	NotExpected	IV	0
Male	Current	40	44	Ovary	NotExpected	IV	0
Male	Former	40	44	Ovary	NotExpected	IV	0
Male	Never	40	44	Ovary	NotExpected	IV	0
Male	Any	40	44	Pancreas	No	I	0.11747654055659297
Male	Current	40	44	Pancreas	No	I	0.17549467750306652
Male	Former	40	44	Pancreas	No	I	0.10892773086397234
Male	Never	40	44	Pancreas	No	I	0.10085901005923364
Male	Any	40	44	Pancreas	No	II	0.6265415496351625
Male	Current	40	44	Pancreas	No	II	0.9359716133496881
Male	Former	40	44	Pancreas	No	II	0.5809478979411858
Male	Never	40	44	Pancreas	No	II	0.5379147203159128
Male	Any	40	44	Pancreas	No	III	0.33937667271904637
Male	Current	40	44	Pancreas	No	III	0.5069846238977478
Male	Former	40	44	Pancreas	No	III	0.314680111384809
Male	Never	40	44	Pancreas	No	III	0.2913704735044528
Male	Any	40	44	Pancreas	No	IV	1.4227714356298484
Male	Current	40	44	Pancreas	No	IV	2.1254355386482504
Male	Former	40	44	Pancreas	No	IV	1.3192358515747764
Male	Never	40	44	Pancreas	No	IV	1.2215146773840522
Male	Any	40	44	Pancreas	NET	I	0.07208604482904256
Male	Current	40	44	Pancreas	NET	I	0.10768717847671112
Male	Former	40	44	Pancreas	NET	I	0.06684031767520002
Male	Never	40	44	Pancreas	NET	I	0.0618891830325926
Male	Any	40	44	Pancreas	NET	II	0.0901075560363032
Male	Current	40	44	Pancreas	NET	II	0.1346089730958889
Male	Former	40	44	Pancreas	NET	II	0.08355039709400003
Male	Never	40	44	Pancreas	NET	II	0.07736147879074076
Male	Any	40	44	Pancreas	NET	III	0.007208604482904256
Male	Current	40	44	Pancreas	NET	III	0.010768717847671113
Male	Former	40	44	Pancreas	NET	III	0.0066840317675200015
Male	Never	40	44	Pancreas	NET	III	0.0061889183032592604
Male	Any	40	44	Pancreas	NET	IV	0.16219360086534576
Male	Current	40	44	Pancreas	NET	IV	0.24229615157260004
Male	Former	40	44	Pancreas	NET	IV	0.15039071476920005
Male	Never	40	44	Pancreas	NET	IV	0.13925066182333337
Male	Any	40	44	Prostate	NotExpected	I	0.003676041432259588
Male	Current	40	44	Prostate	NotExpected	I	0.003676041432259588
Male	Former	40	44	Prostate	NotExpected	I	0.003676041432259588
Male	Never	40	44	Prostate	NotExpected	I	0.003676041432259588
Male	Any	40	44	Prostate	NotExpected	II	7.8961369964935955
Male	Current	40	44	Prostate	NotExpected	II	7.8961369964935955
Male	Former	40	44	Prostate	NotExpected	II	7.8961369964935955
Male	Never	40	44	Prostate	NotExpected	II	7.8961369964935955
Male	Any	40	44	Prostate	NotExpected	III	0.5918426705937936
Male	Current	40	44	Prostate	NotExpected	III	0.5918426705937936
Male	Former	40	44	Prostate	NotExpected	III	0.5918426705937936
Male	Never	40	44	Prostate	NotExpected	III	0.5918426705937936
Male	Any	40	44	Prostate	NotExpected	IV	0.6359551677809087
Male	Current	40	44	Prostate	NotExpected	IV	0.6359551677809087
Male	Former	40	44	Prostate	NotExpected	IV	0.6359551677809087
Male	Never	40	44	Prostate	NotExpected	IV	0.6359551677809087
Male	Any	40	44	Sarcoma	NotExpected	I	2.793654033873893
Male	Current	40	44	Sarcoma	NotExpected	I	2.793654033873893
Male	Former	40	44	Sarcoma	NotExpected	I	2.793654033873893
Male	Never	40	44	Sarcoma	NotExpected	I	2.793654033873893
Male	Any	40	44	Sarcoma	NotExpected	II	1.1590692268200198
Male	Current	40	44	Sarcoma	NotExpected	II	1.1590692268200198
Male	Former	40	44	Sarcoma	NotExpected	II	1.1590692268200198
Male	Never	40	44	Sarcoma	NotExpected	II	1.1590692268200198
Male	Any	40	44	Sarcoma	NotExpected	III	1.0996297792907879
Male	Current	40	44	Sarcoma	NotExpected	III	1.0996297792907879
Male	Former	40	44	Sarcoma	NotExpected	III	1.0996297792907879
Male	Never	40	44	Sarcoma	NotExpected	III	1.0996297792907879
Male	Any	40	44	Sarcoma	NotExpected	IV	1.4364533152897678
Male	Current	40	44	Sarcoma	NotExpected	IV	1.4364533152897678
Male	Former	40	44	Sarcoma	NotExpected	IV	1.4364533152897678
Male	Never	40	44	Sarcoma	NotExpected	IV	1.4364533152897678
Male	Any	40	44	Stomach	No	I	0.5158714789118004
Male	Current	40	44	Stomach	No	I	0.7502831473124618
Male	Former	40	44	Stomach	No	I	0.5388773986222102
Male	Never	40	44	Stomach	No	I	0.41452107586323855
Male	Any	40	44	Stomach	No	II	0.4091394487921176
Male	Current	40	44	Stomach	No	II	0.5950521513167801
Male	Former	40	44	Stomach	No	II	0.4273855230452012
Male	Never	40	44	Stomach	No	II	0.32875809465015476
Male	Any	40	44	Stomach	No	III	0.4091394487921176
Male	Current	40	44	Stomach	No	III	0.5950521513167801
Male	Former	40	44	Stomach	No	III	0.4273855230452012
Male	Never	40	44	Stomach	No	III	0.32875809465015476
Male	Any	40	44	Stomach	No	IV	1.9434123817625586
Male	Current	40	44	Stomach	No	IV	2.8264977187547053
Male	Former	40	44	Stomach	No	IV	2.030081234464706
Male	Never	40	44	Stomach	No	IV	1.561600949588235
Male	Any	40	44	Stomach	NET	I	0.027307889923472595
Male	Current	40	44	Stomach	NET	I	0.03971657755041012
Male	Former	40	44	Stomach	NET	I	0.028525718682615005
Male	Never	40	44	Stomach	NET	I	0.021942860525088464
Male	Any	40	44	Stomach	NET	II	0.015604508527698622
Male	Current	40	44	Stomach	NET	II	0.022695187171662922
Male	Former	40	44	Stomach	NET	II	0.01630041067578
Male	Never	40	44	Stomach	NET	II	0.01253877744290769
Male	Any	40	44	Stomach	NET	III	0
Male	Current	40	44	Stomach	NET	III	0
Male	Former	40	44	Stomach	NET	III	0
Male	Never	40	44	Stomach	NET	III	0
Male	Any	40	44	Stomach	NET	IV	0.023406762791547936
Male	Current	40	44	Stomach	NET	IV	0.03404278075749439
Male	Former	40	44	Stomach	NET	IV	0.02445061601367
Male	Never	40	44	Stomach	NET	IV	0.01880816616436154
Male	Any	40	44	Thyroid	NotExpected	I	7.98809733158416
Male	Current	40	44	Thyroid	NotExpected	I	7.98809733158416
Male	Former	40	44	Thyroid	NotExpected	I	7.98809733158416
Male	Never	40	44	Thyroid	NotExpected	I	7.98809733158416
Male	Any	40	44	Thyroid	NotExpected	II	0.14026825570994247
Male	Current	40	44	Thyroid	NotExpected	II	0.14026825570994247
Male	Former	40	44	Thyroid	NotExpected	II	0.14026825570994247
Male	Never	40	44	Thyroid	NotExpected	II	0.14026825570994247
Male	Any	40	44	Thyroid	NotExpected	III	0.014386487765122304
Male	Current	40	44	Thyroid	NotExpected	III	0.014386487765122304
Male	Former	40	44	Thyroid	NotExpected	III	0.014386487765122304
Male	Never	40	44	Thyroid	NotExpected	III	0.014386487765122304
Male	Any	40	44	Thyroid	NotExpected	IV	0.13667163376866187
Male	Current	40	44	Thyroid	NotExpected	IV	0.13667163376866187
Male	Former	40	44	Thyroid	NotExpected	IV	0.13667163376866187
Male	Never	40	44	Thyroid	NotExpected	IV	0.13667163376866187
Male	Any	40	44	Urothelial Tract	No	I	0.08419211211662887
Male	Current	40	44	Urothelial Tract	No	I	0.08419211211662887
Male	Former	40	44	Urothelial Tract	No	I	0.08419211211662887
Male	Never	40	44	Urothelial Tract	No	I	0.08419211211662887
Male	Any	40	44	Urothelial Tract	No	II	0.053576798619672926
Male	Current	40	44	Urothelial Tract	No	II	0.053576798619672926
Male	Former	40	44	Urothelial Tract	No	II	0.053576798619672926
Male	Never	40	44	Urothelial Tract	No	II	0.053576798619672926
Male	Any	40	44	Urothelial Tract	No	III	0.09567285467798736
Male	Current	40	44	Urothelial Tract	No	III	0.09567285467798736
Male	Former	40	44	Urothelial Tract	No	III	0.09567285467798736
Male	Never	40	44	Urothelial Tract	No	III	0.09567285467798736
Male	Any	40	44	Urothelial Tract	No	IV	0.08419211211662887
Male	Current	40	44	Urothelial Tract	No	IV	0.08419211211662887
Male	Former	40	44	Urothelial Tract	No	IV	0.08419211211662887
Male	Never	40	44	Urothelial Tract	No	IV	0.08419211211662887
Male	Any	40	44	Urothelial Tract	NET	I	0
